"id","day","classroom","times","created_at","updated_at"
248,"lunes","sj-l9","Lu 16:01:00 - 16:40:00",2023-09-22 04:17:17,2023-09-22 04:17:17
249,"lunes","sj-l9","Lu 14:31:00 - 15:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
250,"jueves","sj-l9","Ju 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
251,"jueves","sj-l9","Ju 16:41:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
252,"martes","sj-l9","Ma 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
253,"martes","sj-l9","Ma 16:41:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
254,"miercoles","sj-l9","Mi 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
255,"miercoles","sj-l9","Mi 16:41:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
256,"lunes","sj-l9","Lu 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
257,"lunes","sj-l9","Lu 16:41:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
258,"viernes","sj-l7","Vi 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
259,"viernes","sj-l7","Vi 16:41:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
260,"miercoles","sj-l7","Mi 13:01:00 - 14:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
261,"lunes","sj-l7","Lu 13:01:00 - 14:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
262,"miercoles","sj-l6","Mi 10:01:00 - 10:40:00",2023-09-22 04:17:17,2023-09-22 04:17:17
263,"miercoles","sj-l6","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
264,"miercoles","sj-l6","Mi 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
265,"lunes","sj-l6","Lu 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
266,"jueves","sj-l6","Ju 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
267,"martes","sj-l6","Ma 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
268,"lunes","sj-l2","Lu 10:01:00 - 11:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
269,"lunes","sj-806","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
270,"martes","sj-806","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
271,"martes","sj-806","Ma 20:31:00 - 22:30:00",2023-09-22 04:17:17,2023-09-22 04:17:17
272,"viernes","sj-806","Vi 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
273,"lunes","sj-704","Lu 17:31:00 - 18:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
274,"lunes","sj-704","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
275,"sabado","sj-605","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
276,"martes","sj-510","Ma 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
277,"sabado","sj-505","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
278,"miercoles","sj-505","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
279,"viernes","sj-503","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
280,"viernes","sj-503","Vi 16:01:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
281,"lunes","sj-418","Lu 21:11:00 - 22:30:00",2023-09-22 04:17:17,2023-09-22 04:17:17
282,"martes","sj-415","Ma 20:31:00 - 21:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
283,"viernes","sj-406","Vi 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
284,"viernes","sj-401","Vi 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
285,"viernes","sj-304","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
286,"viernes","sj-304","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
287,"miercoles","sj-04a","Mi 20:31:00 - 21:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
288,"miercoles","sj-04a","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
289,"lunes","sj-609","Lu 17:31:00 - 18:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
290,"lunes","sj-609","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
291,"lunes","sj-609","Lu 10:01:00 - 10:40:00",2023-09-22 04:17:17,2023-09-22 04:17:17
292,"lunes","sj-609","Lu 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
293,"martes","sj-501","Ma 20:31:00 - 21:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
294,"martes","sj-501","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
295,"miercoles","sj-418","Mi 20:31:00 - 22:30:00",2023-09-22 04:17:17,2023-09-22 04:17:17
296,"sabado","sj-306","Sa 14:31:00 - 15:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
297,"miercoles","sj-306","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
298,"sabado","sj-306","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
299,"jueves","sj-306","Ju 21:11:00 - 22:30:00",2023-09-22 04:17:17,2023-09-22 04:17:17
300,"sabado","sj-306","Sa 16:01:00 - 17:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
301,"sabado","sj-306","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
302,"sabado","sj-306","Sa 13:01:00 - 14:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
303,"sabado","sj-306","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
304,"jueves","sj-305b","Ju 20:31:00 - 21:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
305,"jueves","sj-305b","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
306,"viernes","sj-305b","Vi 20:31:00 - 21:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
307,"viernes","sj-305b","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
308,"lunes","sj-ltr","Lu 21:11:00 - 22:30:00",2023-09-22 04:17:17,2023-09-22 04:17:17
309,"sabado","sj-l9","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:17,2023-09-22 04:17:17
310,"lunes","sj-l9","Lu 20:31:00 - 21:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
311,"lunes","sj-l9","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
312,"martes","sj-l9","Ma 20:31:00 - 21:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
313,"martes","sj-l9","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
314,"jueves","sj-l7","Ju 20:31:00 - 22:30:00",2023-09-22 04:17:17,2023-09-22 04:17:17
315,"sabado","sj-l7","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
316,"viernes","sj-l7","Vi 20:31:00 - 21:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
317,"viernes","sj-l7","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
318,"sabado","sj-l7","Sa 13:01:00 - 14:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
319,"miercoles","sj-l7","Mi 20:31:00 - 21:10:00",2023-09-22 04:17:17,2023-09-22 04:17:17
320,"miercoles","sj-l7","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:17,2023-09-22 04:17:17
321,"viernes","sj-l6","Vi 21:11:00 - 21:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
322,"miercoles","sj-l6","Mi 21:11:00 - 22:30:00",2023-09-22 04:17:18,2023-09-22 04:17:18
323,"jueves","sj-l6","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
324,"sabado","sj-l6","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
325,"martes","sj-l4","Ma 21:11:00 - 22:30:00",2023-09-22 04:17:18,2023-09-22 04:17:18
326,"lunes","sj-806","Lu 20:31:00 - 22:30:00",2023-09-22 04:17:18,2023-09-22 04:17:18
327,"viernes","sj-506","Vi 20:31:00 - 22:30:00",2023-09-22 04:17:18,2023-09-22 04:17:18
328,"martes","sj-506","Ma 20:31:00 - 21:10:00",2023-09-22 04:17:18,2023-09-22 04:17:18
329,"martes","sj-506","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
330,"viernes","sj-709","Vi 10:01:00 - 11:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
331,"lunes","sj-701","Lu 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
332,"viernes","sj-603","Vi 8:31:00 - 9:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
333,"jueves","sj-602","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
334,"lunes","sj-503","Lu 8:31:00 - 9:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
335,"miercoles","sj-503","Mi 17:31:00 - 18:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
336,"miercoles","sj-302","Mi 16:01:00 - 16:40:00",2023-09-22 04:17:18,2023-09-22 04:17:18
337,"miercoles","sj-302","Mi 14:31:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
338,"martes","sj-302","Ma 10:01:00 - 10:40:00",2023-09-22 04:17:18,2023-09-22 04:17:18
339,"martes","sj-302","Ma 8:31:00 - 9:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
340,"miercoles","sj-015","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
341,"miercoles","sj-015","Mi 10:41:00 - 11:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
342,"martes","sj-015","Ma 16:01:00 - 16:40:00",2023-09-22 04:17:18,2023-09-22 04:17:18
343,"martes","sj-015","Ma 14:31:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
344,"jueves","sj-015","Ju 14:31:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
345,"jueves","sj-015","Ju 13:41:00 - 14:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
346,"lunes","sj-015","Lu 14:31:00 - 15:10:00",2023-09-22 04:17:18,2023-09-22 04:17:18
347,"lunes","sj-015","Lu 13:01:00 - 14:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
348,"lunes","sj-015","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
349,"lunes","sj-015","Lu 15:11:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
350,"miercoles","sj-015","Mi 10:01:00 - 10:40:00",2023-09-22 04:17:18,2023-09-22 04:17:18
351,"miercoles","sj-015","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
352,"martes","sj-015","Ma 13:01:00 - 13:40:00",2023-09-22 04:17:18,2023-09-22 04:17:18
353,"martes","sj-015","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
354,"viernes","sj-05b","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
355,"miercoles","sj-05b","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
356,"jueves","sj-05b","Ju 8:31:00 - 9:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
357,"martes","sj-05b","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
358,"miercoles","sj-05b","Mi 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
359,"martes","sj-05b","Ma 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
360,"viernes","sj-05b","Vi 14:31:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
361,"miercoles","sj-05b","Mi 13:01:00 - 14:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
362,"jueves","sj-05b","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
363,"martes","sj-05b","Ma 8:31:00 - 9:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
364,"jueves","sj-05b","Ju 10:01:00 - 11:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
365,"martes","sj-05b","Ma 10:01:00 - 11:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
366,"jueves","sj-806","Ju 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
367,"jueves","sj-806","Ju 15:11:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
368,"lunes","sj-806","Lu 14:31:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
369,"lunes","sj-602","Lu 21:11:00 - 22:30:00",2023-09-22 04:17:18,2023-09-22 04:17:18
370,"viernes","sj-601","Vi 16:01:00 - 16:40:00",2023-09-22 04:17:18,2023-09-22 04:17:18
371,"viernes","sj-601","Vi 14:31:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
372,"lunes","sj-503","Lu 20:31:00 - 21:10:00",2023-09-22 04:17:18,2023-09-22 04:17:18
373,"lunes","sj-503","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
374,"lunes","sj-502","Lu 11:31:00 - 12:10:00",2023-09-22 04:17:18,2023-09-22 04:17:18
375,"lunes","sj-502","Lu 10:41:00 - 11:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
376,"lunes","sj-501","Lu 13:01:00 - 14:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
377,"viernes","sj-417","Vi 20:31:00 - 21:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
378,"viernes","sj-211","Vi 17:31:00 - 18:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
379,"viernes","sj-211","Vi 16:41:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
380,"viernes","sj-601","Vi 17:31:00 - 18:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
381,"viernes","sj-601","Vi 16:41:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
382,"viernes","sj-417","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
383,"viernes","sj-401","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
384,"viernes","sj-401","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
385,"jueves","sj-608","Ju 14:31:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
386,"martes","sj-608","Ma 14:31:00 - 15:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
387,"viernes","sj-608","Vi 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
388,"jueves","sj-608","Ju 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
389,"miercoles","sj-608","Mi 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
390,"martes","sj-608","Ma 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
391,"viernes","sj-607","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
392,"miercoles","sj-607","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
393,"viernes","sj-606","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
394,"lunes","sj-606","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
395,"viernes","sj-511","Vi 10:01:00 - 11:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
396,"martes","sj-511","Ma 10:01:00 - 11:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
397,"sabado","sj-510","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
398,"martes","sj-315","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
399,"sabado","sj-314","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
400,"jueves","sj-314","Ju 20:31:00 - 21:50:00",2023-09-22 04:17:18,2023-09-22 04:17:18
401,"sabado","sj-314","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
402,"jueves","sj-314","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:18,2023-09-22 04:17:18
403,"martes","sin-sala","Ma 13:01:00 - 13:40:00",2023-09-22 04:17:19,2023-09-22 04:17:19
404,"martes","sin-sala","Ma 10:01:00 - 10:40:00",2023-09-22 04:17:19,2023-09-22 04:17:19
405,"lunes","sin-sala","Lu 13:01:00 - 13:40:00",2023-09-22 04:17:19,2023-09-22 04:17:19
406,"lunes","sin-sala","Lu 10:41:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
407,"miercoles","sj-418","Mi 16:01:00 - 17:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
408,"viernes","sj-415","Vi 17:31:00 - 18:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
409,"miercoles","sj-415","Mi 17:31:00 - 18:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
410,"viernes","sj-415","Vi 16:01:00 - 17:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
411,"miercoles","sj-406","Mi 13:01:00 - 14:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
412,"miercoles","sj-406","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
413,"miercoles","sj-406","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
414,"miercoles","sj-406","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
415,"viernes","sj-405","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
416,"viernes","sj-405","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
417,"viernes","sj-405","Vi 10:01:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
418,"viernes","sj-405","Vi 8:31:00 - 9:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
419,"miercoles","sj-405","Mi 13:01:00 - 14:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
420,"miercoles","sj-405","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
421,"miercoles","sj-405","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
422,"miercoles","sj-405","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
423,"viernes","sj-401","Vi 14:31:00 - 15:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
424,"miercoles","sj-708","Mi 17:31:00 - 18:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
425,"lunes","sj-708","Lu 17:31:00 - 18:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
426,"miercoles","sj-608","Mi 14:31:00 - 15:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
427,"lunes","sj-608","Lu 14:31:00 - 15:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
428,"jueves","sj-608","Ju 10:01:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
429,"martes","sj-608","Ma 10:01:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
430,"viernes","sj-605","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
431,"miercoles","sj-605","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
432,"viernes","sj-510","Vi 16:01:00 - 17:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
433,"lunes","sj-505","Lu 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
434,"viernes","sj-314","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
435,"jueves","sj-314","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
436,"miercoles","sj-314","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
437,"martes","sj-314","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
438,"miercoles","sj-314","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
439,"lunes","sj-314","Lu 10:01:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
440,"sabado","sj-tmm-08","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
441,"sabado","sj-tmm-08","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
442,"martes","sj-tmm-05","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
443,"viernes","sj-tmm-05","Vi 20:31:00 - 22:30:00",2023-09-22 04:17:19,2023-09-22 04:17:19
444,"martes","sj-tmm-03","Ma 20:31:00 - 21:10:00",2023-09-22 04:17:19,2023-09-22 04:17:19
445,"lunes","sj-tmm-01","Lu 20:31:00 - 21:10:00",2023-09-22 04:17:19,2023-09-22 04:17:19
446,"lunes","sj-tmm-01","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
447,"jueves","sj-702","Ju 21:11:00 - 22:30:00",2023-09-22 04:17:19,2023-09-22 04:17:19
448,"miercoles","sj-201","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
449,"miercoles","sj-013","Mi 20:31:00 - 21:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
450,"sabado","sj-l8","Sa 16:01:00 - 17:20:00",2023-09-22 04:17:19,2023-09-22 04:17:19
451,"sabado","sj-l8","Sa 14:31:00 - 15:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
452,"lunes","sj-609","Lu 14:31:00 - 15:50:00",2023-09-22 04:17:19,2023-09-22 04:17:19
453,"martes","sj-502","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
454,"lunes","sj-502","Lu 13:01:00 - 14:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
455,"lunes","sj-502","Lu 12:11:00 - 12:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
456,"martes","sj-501","Ma 21:11:00 - 22:30:00",2023-09-22 04:17:20,2023-09-22 04:17:20
457,"sabado","sj-308","Sa 13:01:00 - 14:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
458,"sabado","sj-308","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
459,"viernes","sj-308","Vi 20:31:00 - 21:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
460,"viernes","sj-308","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
461,"sabado","sj-308","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
462,"sabado","sj-308","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
463,"martes","sj-303","Ma 17:31:00 - 18:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
464,"martes","sj-303","Ma 16:01:00 - 17:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
465,"martes","sj-303","Ma 14:31:00 - 15:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
466,"martes","sj-303","Ma 13:01:00 - 14:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
467,"lunes","sj-303","Lu 20:31:00 - 21:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
468,"lunes","sj-303","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
469,"viernes","sj-605","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
470,"miercoles","sj-604","Mi 13:01:00 - 14:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
471,"martes","sj-603","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
472,"lunes","sj-603","Lu 8:31:00 - 9:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
473,"viernes","sj-602","Vi 10:01:00 - 11:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
474,"miercoles","sj-503","Mi 14:31:00 - 15:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
475,"jueves","sj-204","Ju 13:01:00 - 14:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
476,"jueves","sj-204","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
477,"jueves","sj-05a","Ju 10:01:00 - 11:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
478,"lunes","sj-05a","Lu 13:01:00 - 14:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
479,"jueves","sj-05a","Ju 16:01:00 - 17:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
480,"jueves","sj-05a","Ju 17:31:00 - 18:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
481,"miercoles","sj-05a","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
482,"lunes","sj-05a","Lu 10:01:00 - 11:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
483,"lunes","sj-05a","Lu 11:31:00 - 12:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
484,"miercoles","sj-05a","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
485,"viernes","sj-05a","Vi 8:31:00 - 9:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
486,"miercoles","sj-05a","Mi 16:01:00 - 17:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
487,"jueves","sj-05a","Ju 8:31:00 - 9:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
488,"viernes","sj-05a","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:20,2023-09-22 04:17:20
489,"viernes","sj-ltr","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:20,2023-09-22 04:17:20
490,"jueves","sj-ltr","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:21,2023-09-22 04:17:21
491,"jueves","sj-ltr","Ju 20:31:00 - 21:50:00",2023-09-22 04:17:21,2023-09-22 04:17:21
492,"martes","sj-ltr","Ma 20:31:00 - 21:50:00",2023-09-22 04:17:21,2023-09-22 04:17:21
493,"jueves","sj-706","Ju 13:01:00 - 14:20:00",2023-09-22 04:17:21,2023-09-22 04:17:21
494,"viernes","sj-604","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:21,2023-09-22 04:17:21
